"survey.id","species","sitename","site.id","survey.conducted","year","date","day","month","occurnotes","obsaffil","effortsource_desc","effortsource","effortmethod_desc","countyname","lat","lon","accuracy_desc","locaccuracy","wdfwregion","owlsitecenter_desc","owlsitecenter","count","data.type","age","individual.id","duration","time.to.detect","pass.id","survey.pass"
848,"RACA",NA,591,1,1990,"6/27/1990",27,6,"LUNKER BOG, MASSES AND MANY FROGS FOUND IN WARMER BOG :  ","ROWE-KRUMDICK, S/UNKNOWN",NA,NA,"Ground","King",47.54606641,-121.4400139,"1/4 mile (Quarter Section)",1320,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"848_1"
849,"RACA",NA,592,1,1991,"6/28/1991",28,6,"CLE ELUM RIVER, LAT 473318 LONG 1210639 :  ","KAGEL, S/PRIVATE",NA,NA,"Ground","Kittitas",47.55483746,-121.1122074,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"849_1"
850,"RACA",NA,593,1,1967,"7/1/1967",1,7,"FLAPJACK LAKEOLYMPIC NAT'L PARK:  ",NA,NA,NA,"Ground","Mason",47.56072568,-123.3424924,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"850_1"
851,"RACA",NA,593,1,1967,"7/1/1967",1,7,"FLAPJACK LK. :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Mason",47.56072568,-123.3424924,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"851_1"
852,"RACA",NA,594,1,2020,"8/30/2020",30,8,NA,"COTTEN, T/WDFW","WDFW incidental",10,"Ground","King",47.57128388,-121.251357,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"852_1"
853,"RACA",NA,595,1,2020,"9/1/2020",1,9,NA,"COTTEN, T/WDFW","WDFW incidental",10,"Ground","King",47.57152961,-121.2481621,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"853_1"
854,"RACA",NA,596,1,1936,"10/10/1936",10,10,"POND E OF BLACK AND WHITE MINE :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Mason",47.57303061,-123.3438899,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"854_1"
855,"RACA",NA,597,1,2020,"9/1/2020",1,9,NA,"COTTEN, T/WDFW","WDFW incidental",10,"Ground","King",47.57373569,-121.2478021,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"855_1"
856,"RACA","LAKE DOROTHY AREA SOUTH OF HW 2 IN NE KING CO",598,1,2016,"8/17/2016",17,8,NA,"ANDERSON, C/WDFW","WDFW survey",20,"Ground","King",47.58050379,-121.3779404,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"856_1"
857,"RACA",NA,599,1,2003,"8/18/2003",18,8,"SCIENTIFIC COLLECTION REPORT-COLLECTOR NAME NOT INCLUDED","UNKNOWN/UNKNOWN","Other survey",30,"Ground","Mason",47.58220578,-123.2443811,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"857_1"
858,"RACA","LAKE DOROTHY AREA SOUTH OF HW 2 IN NE KING CO",600,1,2016,"8/17/2016",17,8,NA,"ANDERSON, C/WDFW","WDFW survey",20,"Ground","King",47.58549657,-121.3814228,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"858_1"
859,"RACA",NA,601,1,2020,"8/30/2020",30,8,NA,"COTTEN, T/WDFW","WDFW incidental",10,"Ground","King",47.587024,-121.2587591,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"859_1"
860,"RACA",NA,602,1,2011,"9/18/2011",18,9,"10 X 10 M WETLAND IN ISOLATED CIRQUE","DOUVILLE, K/WASHINGTON STATE UNIVERSITY","Other incidental",40,"Ground","Mason",47.59622,-123.25694,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"860_1"
861,"RACA","LAKE OF THE ANGELS - HAMMA HAMMA",603,1,2018,"7/21/2018",21,7,NA,NA,"WDFW survey",20,"Ground","Mason",47.59654969,-123.264664,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"861_1"
862,"RACA","LAKE DOROTHY AREA SOUTH OF HW 2 IN NE KING CO",604,1,2016,"8/17/2016",17,8,NA,"ANDERSON, C/WDFW","WDFW survey",20,"Ground","King",47.59815378,-121.3815004,"GPS",10,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"862_1"
863,"RACA",NA,605,1,1994,"8/1/1994",1,8,"THREE LAKES. : OVER 30 ADULTS, HERDS OF THOUSANDS OF TADPOLES.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.60121028,-123.7212386,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"863_1"
864,"RACA",NA,606,1,1992,"8/3/1992",3,8,"T24NR08WS05NTHREE LAKES, N. FORK QUINAULT RIVER, 1100 METERS: 6 ADULTS AND 200 FROGLETS","CORKRAN, C/PRIVATE",NA,NA,"Ground","Jefferson",47.60124563,-123.7241532,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"864_1"
865,"RACA",NA,607,1,1994,"8/1/1994",1,8,"TRAILSIDE CREEK THAT HAD DRIED TO A SERIES OF SMALL POOLS.  VERY CLOSE TO BIG YELLOW CEDAR : AS MANY AS 6 AROUND ONE SMALL PUDDLE.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.60199671,-123.7095347,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"865_1"
866,"RACA",NA,608,1,2013,"6/4/2013",4,6,NA,"HOWELL, B/USFS","Other incidental",40,"Ground","Jefferson",47.60926498,-123.9309877,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"866_1"
867,"RACA",NA,609,1,1994,"8/1/1994",1,8,"TRAILSIDE POND IN A SMALL OPENING IN TREES, BELOW REFLECTION LAKE. : 5 ADULTS, HUNDREDS OF TADPOLES.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.61232489,-123.7124897,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"867_1"
868,"RACA",NA,610,1,2002,"9/3/2002",3,9,NA,"PIPER, S/USFS","Other survey",30,"Ground","Chelan",47.61604661,-120.9580718,"GPS",10,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"868_1"
869,"RACA",NA,611,1,1994,"8/1/1994",1,8,"TRAILSIDE AREA ABOVE REFLECTION LAKE. : SINGLE FROG ALONG TRAIL. ""THEY'RE EVERYWHERE UP HERE.""","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.61933952,-123.7089076,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"869_1"
870,"RACA",NA,612,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62014061,-123.7085187,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"870_1"
871,"RACA",NA,612,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62014061,-123.7085187,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"871_1"
872,"RACA",NA,613,1,1992,"1/1/1992",NA,NA,"UNNAMED TRIBUTARY TO ICICLE CREEK, LEAVENWORTH RANGER DISTRICT.  PITFALL TRAPS, 36 OF THEM : 4 ADULTS.  63 TRAP NIGHTS.","DIXON, S/USFS",NA,NA,"Ground","Chelan",47.62019443,-120.9630974,"1/4 mile (Quarter Section)",1320,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"872_1"
873,"RACA",NA,614,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.6210466,-123.7089701,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"873_1"
874,"RACA",NA,614,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.6210466,-123.7089701,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"874_1"
875,"RACA",NA,615,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62138065,-123.7087883,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"875_1"
876,"RACA",NA,616,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62195404,-123.7049014,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"876_1"
877,"RACA",NA,617,1,1992,"8/4/1992",4,8,"TALUS, SEEPS, PUDDLES, POOLS, SPRINGS, TINY PONDS IN REFLECTION LAKE AREAT25N R08W S33 SW: ABOUT 2,000 FROGLETS, 1,000 TADPOLES","CORKRAN, C/PRIVATE",NA,NA,"Ground","Jefferson",47.62213058,-123.7098021,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"877_1"
878,"RACA",NA,618,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62227004,-123.7090133,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"878_1"
879,"RACA",NA,618,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62227004,-123.7090133,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"879_1"
880,"RACA",NA,619,1,2006,"5/10/2006",10,5,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62229141,-123.7038023,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"880_1"
881,"RACA",NA,620,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62246289,-123.7054624,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"881_1"
882,"RACA",NA,621,1,1994,"8/2/1994",2,8,"TRAILSIDE BENCH ON EAST SIDE OF TSHLETSHY RIDGE.  MEADOW WITH POOLS AND CONNECTING CREEK. : AT LEAST A DOZEN INDIVIDUALS.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.62263227,-123.709666,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"882_1"
883,"RACA",NA,622,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62269209,-123.7027936,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"883_1"
884,"RACA",NA,623,1,2001,"8/16/2001",16,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62336168,-123.7026929,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"884_1"
885,"RACA",NA,624,1,2001,"8/19/2001",19,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.624102,-123.7034129,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"885_1"
886,"RACA",NA,625,1,2001,"8/19/2001",19,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.62447637,-123.7054542,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"886_1"
887,"RACA",NA,626,1,1994,"8/2/1994",2,8,"TRAILSIDE POOL OF A STAGNANT CREEK IN AN AREA OF MEADOW. :  ","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.63085041,-123.7141792,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"887_1"
888,"RACA",NA,627,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.63091672,-123.6969688,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"888_1"
889,"RACA",NA,628,1,1996,"6/20/1996",20,6,"EAGLE CRK POND : 1 ADULT","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Chelan",47.63280744,-120.4903443,"1/4 mile (Quarter Section)",1320,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"889_1"
890,"RACA",NA,629,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.63283789,-123.7006416,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"890_1"
891,"RACA",NA,630,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.63326096,-123.7009329,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"891_1"
892,"RACA",NA,631,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.63660234,-123.6971376,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"892_1"
893,"RACA",NA,632,1,1919,"7/20/1919",20,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"893_1"
894,"RACA",NA,632,1,1919,"7/20/1919",20,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"894_1"
895,"RACA",NA,632,1,1919,"7/21/1919",21,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"895_1"
896,"RACA",NA,632,1,1919,"7/21/1919",21,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"896_1"
897,"RACA",NA,632,1,1919,"7/22/1919",22,7,"MT STEEL LAKE CUSHMAN : DESTROYED. 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"897_1"
898,"RACA",NA,632,1,1919,"7/22/1919",22,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"898_1"
899,"RACA",NA,632,1,1919,"7/22/1919",22,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"899_1"
900,"RACA",NA,632,1,1919,"7/22/1919",22,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"900_1"
901,"RACA",NA,632,1,1919,"7/22/1919",22,7,"MT STEEL LAKE CUSHMAN : 1 SPECIMENS.","GAIGE, H/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Jefferson",47.6376677,-123.3358997,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"901_1"
902,"RACA","MARMOT LAKE",633,1,2018,"8/31/2018",31,8,NA,"SCHUETT-HAMES, J/UNKNOWN","Other survey",30,"Ground","Jefferson",47.64965132,-123.3638538,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"902_1"
903,"RACA",NA,634,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.65284862,-123.6736775,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"903_1"
904,"RACA",NA,635,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.65566268,-123.678641,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"904_1"
905,"RACA",NA,636,1,2001,"8/18/2001",18,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.65583472,-123.6784568,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"905_1"
906,"RACA",NA,637,1,2001,"8/17/2001",17,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.65587632,-123.6790299,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"906_1"
907,"RACA",NA,638,1,2001,"8/18/2001",18,8,NA,"ADAMS, M/USGS","Other survey",30,"Ground","Jefferson",47.65610125,-123.6790329,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"907_1"
908,"RACA",NA,639,1,1958,"8/16/1958",16,8,"5 E, 6 S, STEVENS PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Chelan",47.68480088,-120.977047,"General locality",13120,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"908_1"
909,"RACA",NA,640,1,1948,"7/3/1948",3,7,"1 MI SE OF MT ANDERSON :  ","BROWN, W/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Jefferson",47.70908135,-123.3108249,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"909_1"
910,"RACA",NA,641,1,2008,"9/5/2008",5,9,NA,"GRUENDIKE, P/USFS","Other survey",30,"Ground","Chelan",47.71247479,-120.8487938,"GPS",10,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"910_1"
911,"RACA",NA,642,1,1994,"8/3/1994",3,8,"TRAILSIDE POOLS IN GRASSY MEADOW. : ADULT AND JUVENILE FROGS.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.71590952,-123.6294541,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"911_1"
912,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF :  ","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"912_1"
913,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"913_1"
914,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : SUBADULT","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"914_1"
915,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"915_1"
916,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"916_1"
917,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"917_1"
918,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : FEMALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"918_1"
919,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : FEMALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"919_1"
920,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : SUBADULT;FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"920_1"
921,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"921_1"
922,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"922_1"
923,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"923_1"
924,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"924_1"
925,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"925_1"
926,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"926_1"
927,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"927_1"
928,"RACA",NA,643,1,1921,"8/7/1921",7,8,"QUINAULT RIVER, HEAD OF NORTH FORK OF : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.7221499,-123.5563887,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"928_1"
929,"RACA",NA,644,1,1994,"6/29/1994",29,6,"TWO SMALL POOLS. : 9 FROGS AT ONE POOL, 1 MALE AT THE OTHER.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.72353641,-123.5509354,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"929_1"
930,"RACA",NA,644,1,1994,"8/3/1994",3,8,"TWO SMALL POOLS. : BOTH POOLS NOW DRY.  1 CASCADES FROG 100M SOUTH OF THE POOLS.","LOAFMAN, P/NPS",NA,NA,"Ground","Jefferson",47.72353641,-123.5509354,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"930_1"
931,"RACA",NA,645,1,1997,"9/24/1997",24,9,"  : 1 ADULT","FOSTER-WHEELER/UNKNOWN",NA,NA,"Ground","Chelan",47.7245421,-121.0744254,"1/4 mile (Quarter Section)",1320,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"931_1"
932,"RACA",NA,646,1,1997,"9/23/1997",23,9,"PACIFIC CREST TRAIL : 2 ADULTS","FOSTER-WHEELER/UNKNOWN",NA,NA,"Ground","King",47.7304366,-121.0869458,"1/4 mile (Quarter Section)",1320,4,NA,NA,1,"PO","NR",NA,NA,NA,1,"932_1"
933,"RACA","CHAIN LAKES",647,1,2022,"9/3/2022",3,9,NA,"TIRHI, M/WDFW","WDFW incidental",10,"Ground","Chelan",47.73515,-121.05551,"GPS",10,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"933_1"
934,"RACA",NA,648,1,1931,"8/29/1931",29,8,"JUST E OF STEVENS PASS :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Chelan",47.74937128,-121.081355,"General locality",13120,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"934_1"
935,"RACA",NA,649,1,1921,"8/4/1921",4,8,"ELWHA RIVER, ELWHA BASIN :  ","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.75417601,-123.5647061,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"935_1"
936,"RACA",NA,649,1,1921,"8/4/1921",4,8,"ELWHA RIVER, ELWHA BASIN :  ","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Jefferson",47.75417601,-123.5647061,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"936_1"
937,"RACA",NA,650,1,1968,"9/3/1968",3,9,"1.2 MI E STEVENS PASS :  ","PAULSON, D/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Chelan",47.76030866,-121.0741002,"General locality",13120,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"937_1"
938,"RACA",NA,651,1,1923,"9/1/1923",1,9,"OLYMPIC MTNS. :  ","PUTNAM, P/UNKNOWN",NA,NA,"Ground","Jefferson",47.76755562,-123.686426,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"938_1"
939,"RACA",NA,652,1,1939,"9/1/1939",1,9,"1 1/2 MI W OF BERNE :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Chelan",47.77490627,-121.0036878,"General locality",13120,2,NA,NA,1,"PO","NR",NA,NA,NA,1,"939_1"
940,"RACA",NA,653,1,1919,"9/1/1919",1,9,"HOH RIVER, 3MI BELOW FISHER'S RANCH. :  ","VANDENBURG, J/UNKNOWN",NA,NA,"Ground","Jefferson",47.78432152,-124.2617569,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"940_1"
